input_id,ror_id
univ dublin trinity coll,"['https://ror.org/02tyrky19', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/031pn0f70', 'https://ror.org/04t0qbt32', 'https://ror.org/03argrj65', 'https://ror.org/00t8gz605', 'https://ror.org/042ew0574', 'https://ror.org/05arjk578', 'https://ror.org/006z80t96', 'https://ror.org/03j3dbz94', 'https://ror.org/019dhar59', 'https://ror.org/05m7pjf47', 'https://ror.org/04a1a1e81', 'https://ror.org/05980js50', 'https://ror.org/04wm2jh50', 'https://ror.org/051dggm19', 'https://ror.org/01e4h3c94', 'https://ror.org/00xagtd33']"
federat univ australia,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/02145de51', 'https://ror.org/03ev2fp74', 'https://ror.org/04fpm9z44', 'https://ror.org/03y6ba359', 'https://ror.org/01441w502', 'https://ror.org/056t0kd46', 'https://ror.org/00fczj128', 'https://ror.org/02vz1de40', 'https://ror.org/00rw7g836', 'https://ror.org/04674kj97', 'https://ror.org/05rd5v488', 'https://ror.org/0324q6b35', 'https://ror.org/05f2ewd15', 'https://ror.org/037fqd482', 'https://ror.org/03fhpab87', 'https://ror.org/03430ny40']"
australian catholic univ,"['https://ror.org/04cxm4j25', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/044kgnr82', 'https://ror.org/00sfmx060', 'https://ror.org/033f9e204', 'https://ror.org/002m7jd84', 'https://ror.org/00ffcee24', 'https://ror.org/03vk18a84', 'https://ror.org/04w9gdv63', 'https://ror.org/02zv4ka60', 'https://ror.org/0314h5y94', 'https://ror.org/04sx5hw70', 'https://ror.org/01zg1t177', 'https://ror.org/03hnckv05', 'https://ror.org/01s6z0f52', 'https://ror.org/016jzy244', 'https://ror.org/045w5nd37']"
univ rochester,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/04sgyk254', 'https://ror.org/03hd5ck45', 'https://ror.org/02nmc8040', 'https://ror.org/00yfpz909', 'https://ror.org/04n7g4f11', 'https://ror.org/00869mm41', 'https://ror.org/01jeebd83', 'https://ror.org/01jk6xr82', 'https://ror.org/03ykge061', 'https://ror.org/022kthw22', 'https://ror.org/00xagtd33', 'https://ror.org/02rh4fw73', 'https://ror.org/01bnbne13', 'https://ror.org/00v4yb702', 'https://ror.org/00kfe0n78', 'https://ror.org/034546p91', 'https://ror.org/02tn5xc56']"
king abdulaziz city sci & technol,"['https://ror.org/009djsq06', 'https://ror.org/02ma4wv74', 'https://ror.org/04cjdzt83', 'https://ror.org/05tdz6m39', 'https://ror.org/00sxaat11', 'https://ror.org/01jgj2p89', 'https://ror.org/03aj9rj02', 'https://ror.org/054atdn20', 'https://ror.org/01ty4bg86', 'https://ror.org/05b1skj70', 'https://ror.org/0263dr507', 'https://ror.org/05m5z4f19', 'https://ror.org/01tcs9y33', 'https://ror.org/0341wf912', 'https://ror.org/003cm7v94', 'https://ror.org/03t78j106', 'https://ror.org/00dyv8n62', 'https://ror.org/002tqyd59', 'https://ror.org/05291fa13', 'https://ror.org/03kswc577']"
al imam al mahdi univ,"['https://ror.org/01kyzdy66', 'https://ror.org/01v1wt982', 'https://ror.org/02pzza935', 'https://ror.org/028jh2126', 'https://ror.org/03qxff017', 'https://ror.org/01jc6t452', 'https://ror.org/01g0g4720', 'https://ror.org/036hgj583', 'https://ror.org/02704zf98', 'https://ror.org/01b0sca09', 'https://ror.org/04hsvhf62', 'https://ror.org/02kxhqs80', 'https://ror.org/05fnp1145', 'https://ror.org/00840ea57', 'https://ror.org/03ngerk47', 'https://ror.org/01vnv1744', 'https://ror.org/02s6q6726', 'https://ror.org/00156qz84', 'https://ror.org/04x16yc34', 'https://ror.org/01q6b3f33']"
aarhus univ,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/05gs3fb07', 'https://ror.org/02wwbem66', 'https://ror.org/01aj84f44', 'https://ror.org/01r1pse25', 'https://ror.org/05nz14y12', 'https://ror.org/00pw0pp06', 'https://ror.org/01m9z6e22', 'https://ror.org/040r8fr65', 'https://ror.org/055dvgm08', 'https://ror.org/05pvcyy59', 'https://ror.org/0166x0j30', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70']"
univ regina,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/03dzc0485', 'https://ror.org/00pw0pp06', 'https://ror.org/004qfsw40', 'https://ror.org/009sv4j63', 'https://ror.org/03yzzaw34', 'https://ror.org/04e857469', 'https://ror.org/029tn5b56', 'https://ror.org/00xagtd33', 'https://ror.org/01qv7e222', 'https://ror.org/029x6kq07', 'https://ror.org/05gwp6g74', 'https://ror.org/04sx5hw70', 'https://ror.org/01xg23r53']"
glaxosinithkline,[]
vrije univ amsterdam med ctr,"['https://ror.org/008xxew50', 'https://ror.org/016nn6y69', 'https://ror.org/0502kph39', 'https://ror.org/01bkx5q50', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/006e5kg04', 'https://ror.org/00pw0pp06', 'https://ror.org/0259fwx54', 'https://ror.org/03ap6wx93', 'https://ror.org/00zd77s10', 'https://ror.org/04jsfy203', 'https://ror.org/01y7px869', 'https://ror.org/04663jx74', 'https://ror.org/00vsw8h69', 'https://ror.org/05f4jn380', 'https://ror.org/05kg11974', 'https://ror.org/036c9yv20', 'https://ror.org/0042x6d59', 'https://ror.org/05cj5gd51']"
anim & grassland res & innovat ctr co,"['https://ror.org/016nn6y69', 'https://ror.org/00gsbmb44', 'https://ror.org/036gc1b60', 'https://ror.org/01jeebd83', 'https://ror.org/03m629g08', 'https://ror.org/0502kph39', 'https://ror.org/01bkx5q50', 'https://ror.org/04x68p008', 'https://ror.org/020rm1980', 'https://ror.org/05h5q2539', 'https://ror.org/04vmpjr08', 'https://ror.org/02kc2j595', 'https://ror.org/028s91538', 'https://ror.org/00z0vcr53', 'https://ror.org/02prd1m09', 'https://ror.org/04f2zcj37', 'https://ror.org/02evzb864', 'https://ror.org/04fbd1w03', 'https://ror.org/010pn0509', 'https://ror.org/04hxqsv25']"
calif state univ northridge,"['https://ror.org/005f5hv41', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/0082w0p19', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70', 'https://ror.org/05ms04m92', 'https://ror.org/01t51rc23', 'https://ror.org/02nabw167', 'https://ror.org/01a697543', 'https://ror.org/00t4n3812', 'https://ror.org/05tqt7092', 'https://ror.org/04ffkmr54', 'https://ror.org/02s8rep32', 'https://ror.org/031tt0491', 'https://ror.org/035dsh769', 'https://ror.org/04b6b6f76', 'https://ror.org/03k883a47', 'https://ror.org/01afz1h27']"
osaka univ,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/035t8zc32', 'https://ror.org/02wcsw791', 'https://ror.org/04a8t1e98', 'https://ror.org/029yaft79', 'https://ror.org/051j8zv27', 'https://ror.org/02hef5r03', 'https://ror.org/03vc89b25', 'https://ror.org/01rgbbv42', 'https://ror.org/015x7ap02', 'https://ror.org/02wymnj87', 'https://ror.org/053kccs63', 'https://ror.org/01h2m4f20', 'https://ror.org/03s6cj295', 'https://ror.org/02bj40x52', 'https://ror.org/01hvx5h04', 'https://ror.org/003sgjn18']"
tech univ darmstadt,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/011jhfp96', 'https://ror.org/047wbd030', 'https://ror.org/05n911h24', 'https://ror.org/00pw0pp06', 'https://ror.org/04w23p232', 'https://ror.org/04qqnyh49', 'https://ror.org/02asahb32', 'https://ror.org/00xagtd33', 'https://ror.org/03ayjn504', 'https://ror.org/02jnx6884', 'https://ror.org/05r7dwa03', 'https://ror.org/01s3vfp47', 'https://ror.org/03be58a36', 'https://ror.org/03m9crh17', 'https://ror.org/03fm7wh60', 'https://ror.org/03c69q147', 'https://ror.org/05xavf734', 'https://ror.org/03hjr5c64']"
univ amsterdam,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/008xxew50', 'https://ror.org/05cj5gd51', 'https://ror.org/003h0ev22', 'https://ror.org/01x2d9f70', 'https://ror.org/032vv2x86', 'https://ror.org/04gbbq803', 'https://ror.org/042jn4x95', 'https://ror.org/05grdyy37', 'https://ror.org/00xagtd33', 'https://ror.org/04mjy3g97', 'https://ror.org/00y2z2s03', 'https://ror.org/006a5r035', 'https://ror.org/04vp8rw50', 'https://ror.org/022wvzp87', 'https://ror.org/03dpjfc73', 'https://ror.org/04dkp9463', 'https://ror.org/052b8a564']"
space telescope sci inst,"['https://ror.org/0363pts49', 'https://ror.org/02s7j7z43', 'https://ror.org/036f5mx38', 'https://ror.org/02wdrwh83', 'https://ror.org/01ty4bg86', 'https://ror.org/05b1skj70', 'https://ror.org/0263dr507', 'https://ror.org/05m5z4f19', 'https://ror.org/01tcs9y33', 'https://ror.org/0341wf912', 'https://ror.org/003cm7v94', 'https://ror.org/03t78j106', 'https://ror.org/00dyv8n62', 'https://ror.org/002tqyd59', 'https://ror.org/05291fa13', 'https://ror.org/03kswc577', 'https://ror.org/0283c7q62', 'https://ror.org/053vdc408', 'https://ror.org/01m52ey02', 'https://ror.org/05p56yz34']"
univ bonn,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01xnwqx93', 'https://ror.org/00pw0pp06', 'https://ror.org/04h616z85', 'https://ror.org/053z9ab73', 'https://ror.org/052hs4w81', 'https://ror.org/04qx8er17', 'https://ror.org/01xkmcr24', 'https://ror.org/01ayxmp98', 'https://ror.org/041nas322', 'https://ror.org/00xagtd33', 'https://ror.org/04m2anh63', 'https://ror.org/04sx5hw70', 'https://ror.org/054zhq066', 'https://ror.org/010vbsn33', 'https://ror.org/05pb4em20']"
univ geneva,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/02vb7sj25', 'https://ror.org/00pw0pp06', 'https://ror.org/01bqscy27', 'https://ror.org/02hrbfc73', 'https://ror.org/04kdf7678', 'https://ror.org/05tnbbj36', 'https://ror.org/0533m8c72', 'https://ror.org/01swzsf04', 'https://ror.org/007ygn379', 'https://ror.org/00xagtd33', 'https://ror.org/01m1pv723', 'https://ror.org/04t6zb108', 'https://ror.org/05dg8sq97', 'https://ror.org/00byz6s18', 'https://ror.org/027gkye86', 'https://ror.org/04hexsd31', 'https://ror.org/03ftcjb67', 'https://ror.org/04sx5hw70']"
mit,"['https://ror.org/047m6hg73', 'https://ror.org/04mtcj695', 'https://ror.org/02yyma482', 'https://ror.org/02mb6z761', 'https://ror.org/002r67t24', 'https://ror.org/02qk9nj07', 'https://ror.org/042nb2s44', 'https://ror.org/01wp8zh54', 'https://ror.org/00v140q16', 'https://ror.org/05b69xa56', 'https://ror.org/004ymxd45', 'https://ror.org/022z6jk58', 'https://ror.org/04378d909', 'https://ror.org/03fg5ns40', 'https://ror.org/00rj4dg52', 'https://ror.org/01eewg647', 'https://ror.org/05sxgd993', 'https://ror.org/05s7heg81', 'https://ror.org/053tmcn30', 'https://ror.org/05wyxeg04']"
univ liege,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/044s61914', 'https://ror.org/059kfmf89', 'https://ror.org/00afp2z80', 'https://ror.org/02zwsc421', 'https://ror.org/01zb1m871', 'https://ror.org/00xagtd33', 'https://ror.org/051e52h07', 'https://ror.org/04sx5hw70', 'https://ror.org/03y37ca41', 'https://ror.org/01k0y5630', 'https://ror.org/03kmar131']"
irccs osped san raffaele,"['https://ror.org/039zxt351', 'https://ror.org/03njebb69', 'https://ror.org/04yaz0z51', 'https://ror.org/02rwycx38', 'https://ror.org/01220jp31', 'https://ror.org/04d7es448', 'https://ror.org/01gmqr298', 'https://ror.org/04tfzc498', 'https://ror.org/00cpb6264', 'https://ror.org/03dykc861', 'https://ror.org/036jn4298', 'https://ror.org/05ynr3m75', 'https://ror.org/05pfy5w65', 'https://ror.org/05d538656', 'https://ror.org/00mc77d93', 'https://ror.org/02xqfym19', 'https://ror.org/03t1jzs40', 'https://ror.org/05dwj7825', 'https://ror.org/016zn0y21', 'https://ror.org/0506y2b23']"
maastricht univ,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/02jz4aj89', 'https://ror.org/02d9ce178', 'https://ror.org/00pw0pp06', 'https://ror.org/0488nj033', 'https://ror.org/04zb8fk81', 'https://ror.org/03gsbap19', 'https://ror.org/00xagtd33', 'https://ror.org/04sx5hw70', 'https://ror.org/053zwxr79']"
eapm,[]
inserm u1018,"['https://ror.org/02vjkv261', 'https://ror.org/01wftfc57', 'https://ror.org/00xzzba89', 'https://ror.org/00xzj9k32', 'https://ror.org/01ddr6d46', 'https://ror.org/00jmxvy70', 'https://ror.org/04kv7c795', 'https://ror.org/0530j9m17', 'https://ror.org/044rb3f07', 'https://ror.org/01s8rwd67', 'https://ror.org/01qa4rf46', 'https://ror.org/03xssrp53', 'https://ror.org/02hmsgf06']"
genom hlth int sarl,"['https://ror.org/05ha8e826', 'https://ror.org/0138q7t80', 'https://ror.org/02sm4kj57', 'https://ror.org/043hw6336', 'https://ror.org/012ang229', 'https://ror.org/03k5jhv71', 'https://ror.org/03wgey566', 'https://ror.org/05dwj7825']"
norwegian univ sci & technol,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01ty4bg86', 'https://ror.org/05b1skj70', 'https://ror.org/0263dr507', 'https://ror.org/05m5z4f19', 'https://ror.org/01tcs9y33', 'https://ror.org/0341wf912', 'https://ror.org/003cm7v94', 'https://ror.org/03t78j106', 'https://ror.org/00dyv8n62', 'https://ror.org/002tqyd59', 'https://ror.org/05291fa13', 'https://ror.org/03kswc577', 'https://ror.org/0283c7q62', 'https://ror.org/053vdc408', 'https://ror.org/01m52ey02', 'https://ror.org/05p56yz34', 'https://ror.org/00pw0pp06', 'https://ror.org/04npkmp39']"
canc care ontario,"['https://ror.org/029n6xw55', 'https://ror.org/04mq2mh67', 'https://ror.org/04mcqge53', 'https://ror.org/0394w2w14', 'https://ror.org/015pzp858', 'https://ror.org/00pz6eg79', 'https://ror.org/01kvp0178', 'https://ror.org/04rz2mx03', 'https://ror.org/00wnpy880', 'https://ror.org/03mhba648', 'https://ror.org/02pwbvs75', 'https://ror.org/00c68jz96', 'https://ror.org/004qxz190', 'https://ror.org/02ajj7j73', 'https://ror.org/05ttfpv30', 'https://ror.org/04trvzz06', 'https://ror.org/04d2j3090', 'https://ror.org/03ngwn840', 'https://ror.org/00fjjyv64', 'https://ror.org/02ecczf03']"
univ british columbia,"['https://ror.org/03gne5057', 'https://ror.org/00yxpmx15', 'https://ror.org/01mzwmh52', 'https://ror.org/05r792a43', 'https://ror.org/04n901w50', 'https://ror.org/05qej3r07', 'https://ror.org/03rmrcq20', 'https://ror.org/011e3e176', 'https://ror.org/05n22dr57', 'https://ror.org/031fs4257', 'https://ror.org/009fhna20', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01p65pg69', 'https://ror.org/05e040g53', 'https://ror.org/02vzczv80', 'https://ror.org/03fsf0027', 'https://ror.org/025wzwv46', 'https://ror.org/00frst980', 'https://ror.org/05hpdky94']"
univ manitoba,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/0077pzv34', 'https://ror.org/005cmms77', 'https://ror.org/02qrynm70', 'https://ror.org/03y90jx90', 'https://ror.org/03zs6xb29', 'https://ror.org/05tvcyg29', 'https://ror.org/0131mn086', 'https://ror.org/00yqy0q42', 'https://ror.org/03v7w7232', 'https://ror.org/036g4a137', 'https://ror.org/012r5qt14', 'https://ror.org/02gfys938', 'https://ror.org/02yhcgx25', 'https://ror.org/00xagtd33', 'https://ror.org/04m57qg37', 'https://ror.org/05ef6s903', 'https://ror.org/053jbrv80']"
primary hlth care res evaluat & dev,"['https://ror.org/01xc3wx73', 'https://ror.org/03djtgh02', 'https://ror.org/00gsbmb44', 'https://ror.org/036gc1b60', 'https://ror.org/01jeebd83', 'https://ror.org/03m629g08', 'https://ror.org/03m4evp90', 'https://ror.org/01en9z723', 'https://ror.org/053061267', 'https://ror.org/017cs0m08', 'https://ror.org/012bdm419', 'https://ror.org/04z0csp04', 'https://ror.org/00bn8y738', 'https://ror.org/01k2edc04', 'https://ror.org/03349yg63', 'https://ror.org/05gxeae76', 'https://ror.org/010387529', 'https://ror.org/02h7wt813', 'https://ror.org/005a3qv04', 'https://ror.org/03t9xp890']"
univ saskatchewan,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/01e8w7w36', 'https://ror.org/0377q3w53', 'https://ror.org/05m2a2x14', 'https://ror.org/03b80zh39', 'https://ror.org/00e1nmf62', 'https://ror.org/00hb09z11', 'https://ror.org/00sje9010', 'https://ror.org/02k9hra16', 'https://ror.org/00y2ynd26', 'https://ror.org/04ch2gv47', 'https://ror.org/04mp5ms85', 'https://ror.org/02wtdvm35', 'https://ror.org/010x8gc63', 'https://ror.org/05ff35k33', 'https://ror.org/033wpmv83', 'https://ror.org/00xagtd33', 'https://ror.org/03wgj1374']"
agr & agri food canada,"['https://ror.org/051dzs374', 'https://ror.org/036br4307', 'https://ror.org/05xf0e721', 'https://ror.org/058720m75', 'https://ror.org/011kc9d11', 'https://ror.org/05c5y5q11', 'https://ror.org/05nnsek89', 'https://ror.org/030ykd126', 'https://ror.org/046qxha37', 'https://ror.org/02ev4fa71', 'https://ror.org/04afrdx88', 'https://ror.org/04s1a2p79', 'https://ror.org/00z1gn612', 'https://ror.org/00eptcw48', 'https://ror.org/036n9m383', 'https://ror.org/00h0gj516', 'https://ror.org/0158j3249', 'https://ror.org/04tkgz835', 'https://ror.org/02ejpdc56', 'https://ror.org/054y2mb78']"
state grid elect power res inst,"['https://ror.org/0136vj189', 'https://ror.org/0363pts49', 'https://ror.org/02s7j7z43', 'https://ror.org/00gsbmb44', 'https://ror.org/036gc1b60', 'https://ror.org/01jeebd83', 'https://ror.org/03m629g08', 'https://ror.org/03hkh9419', 'https://ror.org/02d1x3182', 'https://ror.org/02grxeb87', 'https://ror.org/05twwhs70', 'https://ror.org/020rm1980', 'https://ror.org/01t8hz352', 'https://ror.org/01ejwte55', 'https://ror.org/03czazr10', 'https://ror.org/02182rz34', 'https://ror.org/0149y8a98', 'https://ror.org/0326g9440', 'https://ror.org/04hp86393', 'https://ror.org/04vdxde73']"
tech univ denmark,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/00xagtd33', 'https://ror.org/03ayjn504', 'https://ror.org/02jnx6884', 'https://ror.org/05r7dwa03', 'https://ror.org/01s3vfp47', 'https://ror.org/03be58a36', 'https://ror.org/03m9crh17', 'https://ror.org/03fm7wh60', 'https://ror.org/03c69q147', 'https://ror.org/05xavf734', 'https://ror.org/03hjr5c64', 'https://ror.org/02qk65b13', 'https://ror.org/00p11e287', 'https://ror.org/000ge9g13', 'https://ror.org/05qzrmp73', 'https://ror.org/04h6dxr28', 'https://ror.org/0531hmb77']"
novosibirsk state univ,"['https://ror.org/04t2ss102', 'https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/01b2f6h61', 'https://ror.org/00d167n54', 'https://ror.org/01hgeey64', 'https://ror.org/03x2fyc79', 'https://ror.org/00pw0pp06', 'https://ror.org/03f0pkh33', 'https://ror.org/01shwkq60', 'https://ror.org/00nnwpb90', 'https://ror.org/00xagtd33', 'https://ror.org/05wsqqr12', 'https://ror.org/00mcf6y06', 'https://ror.org/04tmsfn31', 'https://ror.org/04sx5hw70', 'https://ror.org/00tgps059', 'https://ror.org/034mgds22', 'https://ror.org/03swmst19', 'https://ror.org/03v63wq09']"
rhein westfal th aachen,"['https://ror.org/014nnvj65', 'https://ror.org/00k62pe27', 'https://ror.org/00nggaz43', 'https://ror.org/04eka8j06', 'https://ror.org/032xqbj11', 'https://ror.org/04tqgg260', 'https://ror.org/02gm5zw39', 'https://ror.org/04xfq0f34', 'https://ror.org/03w9d2b95', 'https://ror.org/03v2aht94', 'https://ror.org/033jd5r25', 'https://ror.org/03sdfca54', 'https://ror.org/04wdt0z89', 'https://ror.org/03hvx4842', 'https://ror.org/05aar4096', 'https://ror.org/00j9xkc07', 'https://ror.org/04m2anh63', 'https://ror.org/01n42m123', 'https://ror.org/02r0e4r58', 'https://ror.org/050pcsr04']"
univ cincinnati,"['https://ror.org/03mq68c95', 'https://ror.org/02kzqn938', 'https://ror.org/00pw0pp06', 'https://ror.org/02kyqnp42', 'https://ror.org/01g5qva43', 'https://ror.org/01hcyya48', 'https://ror.org/01h9fv209', 'https://ror.org/01e3m7079', 'https://ror.org/00kz7vp63', 'https://ror.org/00342ps77', 'https://ror.org/01g5vrq32', 'https://ror.org/008hty861', 'https://ror.org/054bssx30', 'https://ror.org/02zhwmh74', 'https://ror.org/00nxqj779', 'https://ror.org/00xagtd33', 'https://ror.org/03fe85378', 'https://ror.org/04fszdm13', 'https://ror.org/02k51ms15', 'https://ror.org/03wk3n561']"
